,molecule,logp,logd,dataset_type
14439,O=S(=O)(N=c1[nH]cc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F,,2.7,validation
14440,COC(=O)C=CCN1C(=O)c2ccccc2C1=O,2.46,,validation
14441,OC1CCN(CCCc2ccccc2COc2ccccc2)CC1,3.21,,validation
14442,CNC(=S)n1[nH]c(-c2ccc(Cl)cc2)nc1=N,,4.12,validation
14443,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,,1.7,validation
14444,COc1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)CC2)cc1,,1.74,validation
14445,O=NN(CCCl)C(=O)NC1CCCCC1,2.83,,validation
14446,O=C1CC(Oc2ccc(C(=O)c3ccccc3)cc2)N1,2.14,,validation
14447,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,,0.56,validation
14448,CCN(CC)C(C)=O,0.34,,validation
14449,CN(C)C[C@H](O)Cc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,,2.19,validation
14450,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,4.26,,validation
14451,CCOC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cccc2ccccc12,,3.12,validation
14452,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)nccc2n1CC(=O)O,,0.92,validation
14453,BrCCCBr,2.37,,validation
14454,NC(=O)CCCCc1ccncc1,0.42,,validation
14455,CC(=O)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,-0.05,,validation
14456,Cc1cc(=Nc2ccc(F)cc2)[nH]c(=N)[nH]1,,2.08,validation
14457,CN=c1[nH]c2ccccc2o1,1.82,,validation
14458,O=NN(CCCl)C(=O)NC1CCC(NC(=O)N(CCCl)N=O)CC1,2.74,,validation
14459,COc1cc(S(=O)(=O)CCN2CCCCC2)cc(OC)c1OC,1.6,,validation
14460,CC(C)(C)C(COc1ccc(I)cc1)OC(=O)n1ccnc1,4.3,,validation
14461,N=c1[nH]c(-c2cccc(Cl)c2)cc(=Nc2ccc3[nH]c(-c4ccc(F)cc4)cc(=N)c3c2)[nH]1,,2.5,validation
14462,CON=CCCc1ccccc1,2.14,,validation
14463,Fc1cc2[nH]cnc2cc1Cl,,2.35,validation
14464,NC(=O)c1ccc(Br)cc1,1.76,1.75,validation
14465,Cc1ccc2c(ccc[n+]2[O-])c1,0.95,,validation
14466,O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],2.42,,validation
14467,O=[N+]([O-])c1ccc(Cl)cc1[N+](=O)[O-],2.18,,validation
14468,COc1ccccc1Cn1c(C)nc2ccccc21,,3.47,validation
14469,O=C1C=C(N2CC=CC2)C(=O)c2ccccc21,2.85,,validation
14470,CCc1c(O)c(=O)ccn1CCOC,0.04,,validation
14471,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,1.7,,validation
14472,CC(C)OC(=O)CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.81,,validation
14473,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C(C)=O,1.1,,validation
14474,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,1.49,,validation
14475,Brc1cncnc1,0.72,,validation
14476,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Oc3cccc4ccccc34)sc21,,2.87,validation
14477,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,,3.69,validation
14478,Cc1nn(C)c2ccc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)[C@H](C)C3)cc12,,2.8,validation
14479,O=C(CN1CCCC1)NCc1ccccc1,1.69,,validation
14480,c1ccc2c(c1)Cc1ccccc1-2,4.18,,validation
14481,CC1(C)SC2C(NC(=O)c3c(-c4c(F)cccc4Cl)noc3CO)C(=O)N2C1C(=O)O,2.23,,validation
14482,c1ccc(-c2ccccn2)cc1,2.63,,validation
14483,C=c1[nH]cc(CO)c(=CNNC(C)=O)c1=O,0.65,,validation
14484,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,3.36,,validation
14485,CSCCC(N)C(=O)NC(CC(C)C)C(=O)O,-1.84,,validation
14486,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,-1.16,,validation
14487,O=C1C=CC(=O)C(c2ccccc2)=C1,1.95,,validation
14488,O=c1[nH]c(=O)n(Cc2ccc(Cl)cc2)cc1F,1.64,,validation
14489,O=C(Cn1ccnc1[N+](=O)[O-])N(CO)CO,-1.59,,validation
14490,[O-][n+]1ccnc(-c2ccc(Br)cc2)c1-c1ccc(Br)cc1,3.41,,validation
14491,Cc1c(C)c(C)c(CSc2nnc(CC#N)n2C)c(C)c1C,4.14,,validation
14492,CCc1cc(OP(=S)(OC)OC)ccc1[N+](=O)[O-],3.74,,validation
14493,O=C(NCCCNCCCNc1n[n+]([O-])c2ccccc2[n+]1[O-])c1cccc2cc3ccccc3nc12,0.88,,validation
14494,Cc1ccc(C(=O)O)cc1,2.27,,validation
14495,CCS(=O)c1ccc2ccccc2n1,2.43,,validation
14496,CCN(CC)CC(=O)Nc1c(C)cccc1C,2.44,,validation
14497,COCCCNC(=S)Cn1cnc([N+](=O)[O-])n1,0.63,,validation
14498,CCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.1,,validation
14499,CCN(CC)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1,,3.66,validation
14500,Cc1nnsc1C(=O)Nc1ccccc1,,0.97,validation
14501,CN1CCN(C(=O)c2ccccc2)CC1,0.35,,validation
14502,COCCOc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,,2.24,validation
14503,O=C1C(=O)N(OCc2ccc(Br)cc2)[C@H]2CCCC[C@@H]2N1OCc1ccc(Br)cc1,5.49,,validation
14504,FC(F)(F)c1nnc2ccc(=NCc3cccnc3)[nH]n12,,2.06,validation
14505,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1,,1.79,validation
14506,COc1ccccc1NC(=O)C1C(C)=Nc2nc(SCc3ccccc3F)nn2C1c1ccncc1,4.66,,validation
14507,CCC1(CC(C)C)C(=O)NC(=O)NC1=O,1.69,,validation
14508,COc1ccc2c(C)cc(=N[C@H]3CCC[C@H](NCc4ccsc4)C3)[nH]c2c1,,2.46,validation
14509,CC1=CCC2C(C1)c1c(O)cc(NS(C)(=O)=O)cc1OC2(C)C,3.12,,validation
14510,CCc1ccc(OCc2ccccc2CCCN2CCC(O)CC2)cc1,3.75,,validation
14511,COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O,,1.46,validation
14512,COc1cc(OC2CCN(C)CC2)c2c(=Nc3cccc4c3OCO4)[nH]cnc2c1,,3.02,validation
14513,CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,3.03,,validation
14514,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,-0.02,,validation
14515,CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1,,2.8,validation
14516,N#Cc1cccc(NC(=O)Cc2ccccc2)c1,2.75,,validation
14517,CS(C)(=O)=O,-1.41,,validation
14518,N=c1[nH]c(NC2CCCCC2)cc(N)[n+]1[O-],1.62,,validation
14519,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,,3.72,validation
14520,CC(=O)C(F)(F)F,0.2,,validation
14521,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,4.79,,validation
14522,Nc1ccc2nc(-c3ccc(O)cc3)sc2c1,,3.1,validation
14523,CN1C(=O)C(=O)c2ccccc21,0.58,,validation
14524,CC(C)C(NC(=O)Cn1c(-c2cccnc2)ccc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,,3.05,validation
14525,NS(=O)(=O)c1ccc(C(=O)O)cc1,0.5,,validation
14526,C=CC(C)(CCC=C(C)C)OC(C)=O,3.93,,validation
14527,COCCCNC(=O)Cn1cnc([N+](=O)[O-])n1,-0.49,,validation
14528,CS(=O)(=O)c1ccc(OCC(=O)O)cc1,0.06,,validation
14529,Cc1ncc(-c2[nH]c(=Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F)n1C(C)C,,2.26,validation
14530,O=c1cc[nH]c2cc(C(F)(F)F)ccc12,2.05,,validation
14531,CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C,0.51,,validation
14532,O=C(O)Cc1cccc(Br)c1,2.37,,validation
14533,Oc1c(Cl)cc(Cl)c(Cl)c1O,3.6,,validation
14534,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,5.25,,validation
14535,NC(=O)c1sc(-c2ccccc2)cc1N,,2.33,validation
14536,Nc1ccccc1O,0.62,,validation
14537,Nc1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1,2.85,,validation
14538,CCCC(=O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1OC(=O)CCC,1.9,,validation
14539,CCN(CC)C(=O)c1ccccc1C,2.02,,validation
14540,Nc1ccc(Cl)cc1[N+](=O)[O-],2.72,,validation
14541,COC(=O)C1(S(=O)(=O)c2ccccc2)CCC1,1.63,,validation
14542,NC(=O)NC(=O)Cc1ccccc1,0.87,,validation
14543,COc1c(C)cccc1NC(C)=O,1.28,,validation
14544,Cc1ccc(S(=O)(=O)N2N=Cc3ccccc3B2O)cc1,,0.05,validation
14545,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,,2.74,validation
14546,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,,0.79,validation
14547,O=C(NC(Cc1ccccc1)C(=O)C(O)N1C[C@H](O)[C@H](O)C1)c1cc2cc(Cl)ccc2[nH]1,,2.8,validation
14548,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC=CC3)c(Cc3ccccc3C(F)(F)F)sc21,,3.53,validation
14549,COc1cccc(OCCN(C)C)c1,1.69,,validation
14550,CC1Cc2ccccc2CN1,1.93,,validation
14551,CCCCN(CC)N=O,1.63,,validation
14552,CC(=O)Nc1c(F)ccc(C(F)(F)F)c1Br,2.22,,validation
14553,Clc1ccccc1-c1ccccc1Cl,4.97,,validation
14554,CCCS(=O)(=O)c1ccc(C(CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)N2CCCCCC2)cc1,,3.32,validation
14555,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)C(F)(F)F,,2.78,validation
14556,CN=c1c(Br)c[nH]c2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc12,,2.56,validation
14557,COc1cc(C=O)ccc1OCCOC(=O)c1cccc(Cl)c1,3.67,,validation
14558,CN(C)C(=O)Oc1ccccc1,1.56,,validation
14559,O=c1c2c(nc3n1CCC3)CCC2,0.22,,validation
14560,O=C(CCn1cnc([N+](=O)[O-])n1)NCCO,-1.32,,validation
14561,CNC(=O)c1cc2ccccc2[nH]1,1.9,,validation
14562,Cc1nc(-c2ccc(C(C)C(=O)O)cc2F)sc1C,3.74,,validation
14563,COc1cccc(C(=O)Nc2ccc(C)c(-n3cnc4ccc(N5CCN(C)CC5)cc4c3=O)c2)c1,,3.08,validation
14564,CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,0.61,,validation
14565,CCN(CC)CCN=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1,7.97,,validation
14566,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C,,2.7,validation
14567,COC(=O)C(Cc1ccccc1)NC(C)=O,0.92,,validation
14568,Oc1ccc(C(F)(F)F)cc1,2.82,,validation
14569,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO2,0.03,,validation
14570,O=S(=O)(NO)c1ccccc1,0.48,,validation
14571,Clc1cccc(-c2cccc(Cl)c2)c1,5.27,,validation
14572,O=C(O[K])C1C2CCC(O2)C1C(=O)O[K],0.32,,validation
14573,Oc1cc(O)c(-c2ccccc2)o1,1.47,,validation
14574,COC(=O)N=c1[nH]c2cc(C(=O)c3ccccc3)ccc2n1C(=O)OC,2.47,,validation
14575,CS(=O)(=O)CCn1ccnc1[N+](=O)[O-],-1.3,,validation
14576,O=[N+]([O-])c1ccc(C=NNP(=O)(N2CC2)N2CC2)cc1,0.45,,validation
14577,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,,2.57,validation
14578,CN1CSC(=S)N(C)C1,1.4,,validation
14579,CNS(=O)(=O)c1ccc(C)cc1,1.28,,validation
14580,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ncc1Cl,,2.09,validation
14581,O=S(=O)(Nc1ccc(C(O)=NO)cc1)c1ccccc1,,0.75,validation
14582,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,6.85,,validation
14583,COCC(O)Cn1cc([N+](=O)[O-])nc1C,-0.36,,validation
14584,O=C(O)C(c1ccccc1)c1ccccc1,3.09,,validation
14585,NC(Cc1ccc(O)c(O)c1)C(=O)O,-2.39,,validation
14586,COc1cccc(-n2c(O)ccc2O)c1,0.18,,validation
14587,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,-0.25,,validation
14588,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(C)=O)cc2)CC1,,2.09,validation
14589,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(N3CCOCC3)cc(N3CCN(C)CC3)c2)n1,,2.61,validation
14590,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,,2.42,validation
14591,C[C@H]1C[C@H](C)CN(C(=O)CSc2nnc(-c3ccccc3)n2C)C1,3.68,,validation
14592,COc1cc2[nH]cnc(=Nc3ccc(Cl)c(O)c3)c2cc1OC,,3.3,validation
14593,O=c1c2c(nc3n1CCC3)CCCC2,0.83,,validation
14594,CC(=O)Nc1c(F)c(F)c(F)c(F)c1F,1.7,,validation
14595,CCC1CCCCC1,4.56,,validation
14596,CN(C)C(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,,1.53,validation
14597,N#CC(C#N)=NNc1ccccc1Cl,3.12,,validation
14598,O=c1nc(N=CN2CCOCC2)ccn1C1CC(O)C(CO)O1,-1.54,,validation
14599,O=C(CN1CCCCC1)NCc1ccccc1,2.27,,validation
14600,CC(C)(C#N)N=c1[nH]c(Cl)nc(=NC2CC2)[nH]1,1.99,,validation
14601,Cc1ccc2cc(C)c(C)cc2c1,4.73,,validation
14602,O=C(CN1CCCCC1)Nc1ccc(I)cc1,3.9,,validation
14603,O=C(c1ccc2n1CCC2C(=O)O)C1CCC1,2.41,,validation
14604,Nc1ccc(S(=O)(=O)Nc2ccccc2[N+](=O)[O-])cc1,2.11,,validation
14605,CCCC1=NS(=O)(=O)c2ccc(Cl)cc2N1,2.04,,validation
14606,Nc1cc(Cl)c(Cl)c(Cl)c1,3.32,,validation
14607,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12,,3.92,validation
14608,c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,4.8,,validation
14609,COc1cc(C=NO)ccc1OCCOC(=O)COc1ccccc1,2.1,,validation
14610,O=c1nc(N=CN2CCCCC2)ccn1C1OC(CO)C(O)C1O,-0.66,,validation
14611,CC(CO)CO,0.24,,validation
14612,CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,,-0.75,validation
14613,O=C(CO)NCc1ccccc1,0.55,,validation
14614,CC(=O)OCN1C(=O)c2cccc3cccc(c23)C1=O,2.34,,validation
14615,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,6.84,,validation
14616,CC(=O)Nc1ccccc1Br,1.34,,validation
14617,CNc1ccc(-c2nc3ccc(OC)cc3s2)cc1,2.6,,validation
14618,COCCOc1cc2[nH]ccc(=Nc3cc(O)c(Cl)cc3F)c2cc1OC,,2.64,validation
14619,CCCOC(=O)c1cc(O)c(O)c(O)c1,1.8,,validation
14620,CC(=O)Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,3.08,,validation
14621,Cc1ncc(-c2cc[nH]c(=Nc3ccc(N(C)C)cc3)n2)n1C(C)C,,3.51,validation
14622,ICCCc1ccccc1,3.9,,validation
14623,CCN(CC)c1c(C)n(-c2ccccc2)c(=O)n(C)c1=O,2.19,,validation
14624,OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,4.18,,validation
14625,COc1ccc(C(N)=O)cc1,0.86,,validation
14626,CCC(NC(C)=O)C(=O)OC,-0.17,,validation
14627,COc1ccc2c(C)cc(=N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)[nH]c2c1,,3.61,validation
14628,CN(Cc1cccc(Br)c1)N=O,1.65,,validation
14629,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,5.27,,validation
14630,O=C(c1ccccc1)C(F)(F)F,2.15,,validation
14631,CCN(N=O)C(=O)Nc1ccccc1,2.25,,validation
14632,Cc1nc(CSc2nc(=N[C@H](C)CO)c3sc(=N)[nH]c3[nH]2)cs1,,1.73,validation
14633,COc1cc(-n2c(C)cc(=O)n2C)nc(C)n1,0.38,,validation
14634,CSCCC(N)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,-1.03,,validation
14635,O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,2.58,,validation
14636,CNC(=O)N(C)C(=O)Nc1cc(OC(C)C)ccc1F,3.08,,validation
14637,CCCCCCNC(=S)NC,2.31,,validation
14638,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,,-1.08,validation
14639,Oc1cc(O)n(Cc2ccccc2)c1,0.76,,validation
14640,CCCOC(=O)C(C(=O)OCCC)=C1SC=CS1,3.93,,validation
14641,CCCC(N)C(=O)O,-2.11,,validation
14642,COc1ccc(N)cc1,0.95,,validation
14643,CCOP(=S)(OCC)SCS(=O)CC,1.78,,validation
14644,COC(=O)Nc1ccc([N+](=O)[O-])cc1,2.12,,validation
14645,CC(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,0.9,,validation
14646,COc1ccc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)[C@H](C)C2)cc1OC,,1.85,validation
14647,Oc1cccc(-c2nc3ccc(O)cc3s2)c1,,3.7,validation
14648,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,1.46,,validation
14649,CCC(CC)NC(=O)c1n[nH]n(-c2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1,,0.46,validation
14650,COc1ccc([C@H]2C[C@H](C(F)(F)F)n3ncc(C(=O)N(C)Cc4cnn(C)c4C)c3N2)cc1OC,4.25,,validation
14651,Nc1ccc(Cl)cc1C(=O)O,1.57,,validation
14652,CN(Cc1cccc(C(F)(F)F)c1)N=O,1.99,,validation
14653,CC(=NNC(=S)NNC(=S)N(C)C)c1ccccn1,1.25,,validation
14654,COc1ccc2cc(CC(=O)OCC(=O)NC(C)(C)C)ccc2c1,3.6,,validation
14655,Cc1ccccc1C(O)c1ccccc1,3.06,,validation
14656,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,4.59,,validation
14657,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OC,,3.12,validation
14658,Brc1cc(Br)c(Br)c(-c2c(Br)c(Br)cc(Br)c2Br)c1Br,5.5,,validation
14659,COc1ccc(C=O)cc1,1.76,,validation
14660,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@H]4[C@H](N)[C@H]4C3)c2c1Cl,,2.3,validation
14661,C[C@@H]1CN(c2noc(C3CC3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,,3.1,validation
14662,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.23,,validation
14663,C#CCON=CNc1cc(Cl)c(OCC#C)c(Cl)c1,3.3,,validation
14664,C=CCCCCCCCCC(=O)O,3.86,,validation
14665,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0.16,,validation
14666,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,6.8,,validation
14667,O=S1CC2=NOS3=C2C(=NO3)C1,-0.3,,validation
14668,Cc1cc(=O)[nH]c(C(C)C)n1,0.55,,validation
14669,CC(=O)N=c1cc[nH]nc1,-0.41,,validation
14670,CSc1nc2ccccc2s1,3.15,,validation
14671,C=C1C(=O)OC2C1CCC(C)C1(O)CCC(=O)C21C,0.83,,validation
14672,CC1=NS(=O)(=O)c2cccnc2N1C,-0.05,,validation
14673,C=CCSc1ccccc1,3.51,,validation
14674,COc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,2.04,,validation
14675,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,3.66,,validation
14676,COc1cnc(OC)cn1,1.14,,validation
14677,CCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,1.89,,validation
14678,O=C(NCCCCO)C(F)(F)Cn1ccnc1[N+](=O)[O-],-0.29,,validation
14679,CN(C)C(=O)c1ccccc1Cl,1.54,,validation
14680,COCC(O)Cn1cc([N+](=O)[O-])nn1,-0.36,,validation
14681,N=C(N)N=Nc1ccc(NNC(N)=S)cc1,1.23,,validation
14682,CON(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.64,,validation
14683,CCNOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.03,,validation
14684,OCc1ccc(Cl)cc1,1.96,,validation
14685,Oc1ccccc1,1.46,,validation
14686,NNC(=O)Nc1ccc(I)cc1,1.24,,validation
14687,N=c1c(C(=O)NC2CC2)n[nH]c2c(-c3ncccn3)c(F)ccc12,,1.59,validation
14688,Cc1ccc2nc(-c3ccc(N(C)C)cc3)sc2c1,3.8,,validation
14689,CCN(CC)Cc1ccc(C(=O)Nc2ccccc2)cc1,3.49,,validation
14690,N=C(N)Nc1ccc(C(=O)Oc2ccc(Cl)cc2)cc1,,0.7,validation
14691,CCOC(=O)CON=Cc1ccc(OCCOC(=O)CC)c(OC)c1,2.39,,validation
14692,OC(CN1CCCC1)c1ccccc1,1.38,,validation
14693,NC(O)=NO,-1.8,,validation
14694,CN(C(=O)CCC#N)c1ccc(S(=O)(=O)N(C)C)cc1,-0.17,,validation
14695,O=C(O)c1cccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,,1.26,validation
14696,Nc1ccc(S(=O)(=O)c2ccccc2N)cc1,1.56,,validation
14697,CC(C)OC(=O)CSc1ccc([N+](=O)[O-])cc1,2.79,,validation
14698,CN=c1[nH]c(C)nc2c1ncn2C1OC(CO)CC1F,0.64,,validation
14699,CCOc1ccc(NC(=O)OC(C)CCl)cc1OCC,2.97,,validation
14700,c1ccc(-c2cn3ccccc3n2)cc1,,2.9,validation
14701,CN(C)c1ccc(-c2nc3ccc(C#N)cc3s2)cc1,3.2,,validation
14702,COC(=O)c1cccc(O)c1,1.89,,validation
14703,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,3.52,,validation
14704,CCOCCNCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1,2.25,,validation
14705,CCC(CC)C(=O)NS(=O)(=O)c1ccc(Cl)cc1N,2.53,,validation
14706,O=C(CSc1nccn(-c2ccc(F)c(F)c2)c1=O)NC1CCCC1,,2.0,validation
14707,O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1I,1.05,,validation
14708,O=S(=O)(N=[N+]([O-])c1ccccc1)c1ccccc1,2.87,,validation
14709,COCCCc1cc(=Nc2[nH]c(=NCc3cc(C)no3)ncc2Br)[nH][nH]1,,3.07,validation
14710,O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)c1ccccc1,4.45,,validation
14711,CCCCCCCC(C)=O,3.14,,validation
14712,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,,3.42,validation
14713,CN(C)C(=O)C=Cc1ccc([N+](=O)[O-])o1,0.82,,validation
14714,CON(C)C(=O)Nc1ccc(C2CCCCC2)cc1,4.08,,validation
14715,CCCCCCCI,4.7,,validation
14716,CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,,4.23,validation
14717,CCN(CC)CC(=O)NC1CCc2ccccc21,2.74,,validation
14718,O=Cc1cccc(Oc2ccccc2)c1,3.38,,validation
14719,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,5.18,,validation
14720,CCc1ccc(NC(=O)c2ccc3cc(C(=N)N)ccc3c2)cc1,,1.1,validation
14721,CSc1nc(=N[NH+]=[N-])nc(N=C(C)C)[nH]1,3.0,,validation
14722,O=c1c(CCS(=O)c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1,2.3,,validation
14723,CCCc1cc(S(=O)(=O)O[Na])c2cccccc1-2,-1.11,,validation
14724,Clc1nc(-c2ccccc2)nc2ccccc12,4.47,,validation
14725,NN=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,3.62,,validation
14726,CCC(C)C(NC(=O)C(CC(C)C)NC(C)=O)C(N)=O,0.68,,validation
14727,N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,0.23,validation
14728,Cc1ccc(C(C)C)cc1O,3.49,,validation
14729,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(O)cc54)CC3)nc2N1,,0.52,validation
14730,NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,,2.69,validation
14731,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,,0.6,validation
14732,Cc1cc(=Nc2[nH]c(=NC(C)c3ccc(F)cn3)cnc2C)[nH][nH]1,,1.73,validation
14733,Cc1ccc(C)n1N=c1ccc(N2CCC(O)CC2)n[nH]1,1.7,,validation
14734,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,,2.74,validation
14735,COC1C(Cl)C(Cl)C(Cl)C(Cl)C1OC,2.82,,validation
14736,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,-0.2,-0.83,validation
14737,Cc1c(-c2ccccc2)no[n+]1[O-],2.17,,validation
14738,CCCn1c(=O)c(Br)cn(-c2ccccc2C)c1=O,2.82,,validation
14739,Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,3.01,validation
14740,CC(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.72,,validation
