,molecule,logp,dataset_type
11527,CNP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,1.27,train
11528,CN(C)C(=O)Nc1ccc(F)cc1,1.13,train
11529,CC(=O)N(c1ccccc1)c1nc(/C=C/C(=O)Nc2ccc3c(c2)OCO3)cs1,4.37,train
11530,CNC(=O)Oc1cccc(C(C)C)c1,2.63,train
11531,CCCCCCCCCCCCO,5.13,train
11532,CCN(CC)c1cccc(S(=O)(=O)O[Na])c1,-1.6,train
11533,CN(C)c1cnn(-c2ccccc2)c(=O)c1Cl,1.55,train
11534,CC(C)(CNCCc1ccc(O)c2[nH]c(=O)sc12)CSCCOCCc1ccccc1N,3.44,train
11535,O=C(O[Na])c1ccc(-c2ccccc2)cc1,-0.27,train
11536,N=c1[nH][n+]([O-])c2ccc(Cl)cc2[n+]1[O-],0.41,train
11537,CCCCN1C(=O)c2ccc(C(=O)OCC(=O)N[C@H](C)C(C)C)cc2C1=O,3.62,train
11538,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1C(C)(C)O,1.38,train
11539,NC(=O)OCc1ccc(Cl)cc1,1.97,train
11540,CCC(C)C(NC(C)=O)C(=O)NC(CC(N)=O)C(N)=O,-1.41,train
11541,CCN=c1[nH]c(Cl)nc(=NC(C)(C)C#N)[nH]1,2.22,train
11542,CCCCCCCCSCCO,3.64,train
11543,COc1ccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,3.59,train
11544,CC(C=O)Nc1c(O)c(N2CC2)c(NC(C)CO)c(O)c1N1CC1,-0.37,train
11545,CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,2.79,train
11546,O=C(Oc1ccccc1)n1cc(F)c(=O)[nH]c1=O,0.64,train
11547,CC(C)c1ccccc1C(N)=O,1.39,train
11548,NC(=O)NCc1ccccc1,0.73,train
11549,O=C(C=Cc1ccccc1)c1ccccc1,3.08,train
11550,CCN(CC)P(=O)(N(C)C)N(C)C,0.66,train
11551,O=[N+]([O-])c1cccc2ccccc12,3.19,train
11552,CCC(C(=O)OCc1ccccc1)C(COC(=O)c1cccnc1)Cc1cncn1C,3.05,train
11553,CCC(C)C(N)C(=O)N1CCCC1C(=O)[O-],-1.79,train
11554,O=[N+]([O-])c1ncn(CC(F)(F)CO)n1,-0.21,train
11555,N=C(N)c1cccc([N+](=O)[O-])c1,0.72,train
11556,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,3.69,train
11557,CNC(=S)NCCCCc1[nH]cnc1C,0.85,train
11558,CCCOC1(c2ccccc2)CN(C)CCO1,2.13,train
11559,O=C(O)COc1cccc(-c2ccccc2)c1,3.18,train
11560,Cc1nc2c(=N)[nH][nH]c(=N)c2nc1C,1.14,train
11561,CN(C)N=Nc1ccc(C#N)cc1,2.39,train
11562,Nc1ccc(S(=O)(=O)N=c2cccc[nH]2)cc1,0.35,train
11563,CN(C)C(=O)COC(=O)c1ccccc1O,1.21,train
11564,CC(C)(C)NC(=O)NS(=O)(=O)c1ccccc1,1.95,train
11565,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,2.7,train
11566,O=S(=O)(Nc1cccc(O)c1)C(F)(F)F,2.51,train
11567,CCCn1cnc2c(=N)[nH]cnc21,0.74,train
11568,COc1ccc([C@@H]2Nc3ccccc3C(=O)N2c2ccccc2)cc1COc1ccc(NC(C)=O)cc1,4.65,train
11569,CC(C)CC(N)C(=O)OCn1ncc2c(=O)[nH]cnc21,0.19,train
11570,CNC(=O)COc1ccc(OCC(O)CNC(C)C)cc1,0.56,train
11571,CCCCOc1c(OC)cc(CCN)cc1OC,2.32,train
11572,O=C1CCC2CCCCC2C1,1.97,train
11573,COC(=O)Cn1cnc([N+](=O)[O-])n1,-0.38,train
11574,CCN(CC)CCNC(=O)c1ccccc1OC,1.98,train
11575,O=[N+]([O-])OCCOCCO[N+](=O)[O-],0.98,train
11576,COc1cnc2ccccc2n1,2.31,train
11577,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,3.72,train
11578,CC(=O)NC(CCCCNC(=O)N(C)N=O)C(=O)NCc1ccccc1,1.18,train
11579,CC(C)c1csc(-c2ccc(C(C)C(=O)O)cc2Cl)n1,4.78,train
11580,CC(C)N(C(=O)c1ccccc1Cl)C(C)C,3.0,train
11581,CC(=O)Nc1cc(Cl)ccc1Cl,2.19,train
11582,Cc1cc(O)c(C)c(C)c1O,1.69,train
11583,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1O,0.64,train
11584,CCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,5.43,train
11585,Cc1ccc(NC2=NCCN2)c(C)c1,1.79,train
11586,CCn1c(O)c(Cc2ccccc2)[nH]c1=O,1.61,train
11587,CCOC(=O)CCCOc1ccc(Cl)cc1C,4.26,train
11588,FC(F)(F)CN(CC(F)(F)F)c1ccccc1,3.69,train
11589,CS(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,3.01,train
11590,CCN(CC)CC(=O)Nc1c(C)cccc1C,2.44,train
11591,C1CCNCC1,0.84,train
11592,COc1ccsc1CN(C(=O)CCl)c1c(C)cccc1C,3.53,train
11593,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.12,train
11594,COCC(O)Cn1cc([N+](=O)[O-])nc1C,-0.36,train
11595,CCCNC,0.84,train
11596,CCOC(=O)C(F)(F)F,1.18,train
11597,C=CCn1nnc(Oc2ccc(NC(=O)N(C)C)cc2)n1,1.65,train
11598,CCCCn1cc(C)c(=O)[nH]c1=O,0.91,train
11599,CSC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.85,train
11600,CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,4.4,train
11601,C#CCC(O)(c1cccnc1)c1ccc(Cl)cc1Cl,2.29,train
11602,OCCCCCc1cccnc1,1.41,train
11603,CCN(CC)CC(=O)NCc1ccccc1,2.14,train
11604,CC1=NS(=O)(=O)c2cccc(Cl)c2N1,0.72,train
11605,CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1.16,train
11606,NNC(=O)Nc1cccc(O)c1,-0.5,train
11607,Cc1ccc(Br)cc1NC1=NCCN1,1.94,train
11608,NCCc1nccs1,0.16,train
11609,Clc1cccnc1Cl,2.11,train
11610,CCOC(=O)C(=Cc1ccccc1C)C(=O)OCC,3.22,train
11611,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cc(Cl)ccc1Cl,3.36,train
11612,OC1(Cn2cncn2)CCCC1Cc1ccc(Cl)cc1,3.11,train
11613,OCc1c(F)cccc1F,1.12,train
11614,COc1ccccc1N1CCN(CCNC(C)=O)CC1,0.5,train
11615,O=C(O)c1ccccc1NCCO,1.35,train
11616,CCOC(=O)C(C(=O)OCC)=C1SC=CS1,2.9,train
11617,N#CCc1ccc(O)c2ncccc12,1.81,train
11618,Nc1cccc([N+](=O)[O-])c1,1.37,train
11619,ClC1C=CCC(Cl)C1Cl,2.84,train
11620,CC(C)N1CCOC(c2ccccc2)C1,2.3,train
11621,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,6.98,train
11622,CN(C)C(=O)OCc1cccc([N+](=O)[O-])c1,1.98,train
11623,CCc1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,0.9,train
11624,COC(=O)c1cnn2c(C(F)(F)F)cc(-c3cc(OC)c(OC)c(OC)c3)nc12,4.08,train
11625,CC(=O)OCC1CCC(NC(=O)N(CCCl)N=O)CC1,2.24,train
11626,CN1CCC=C1c1cccnc1,1.13,train
11627,CCOC(=O)c1ccccn1,0.87,train
11628,OC1CCN(CCCc2ccc(CSc3ccccc3)cc2)CC1,3.67,train
11629,CC(=O)OCCOCn1cnc2c[nH]c(=N)nc21,-0.61,train
11630,COc1cc(C(=O)Nc2ccc3nn(C4CCCC4)nc3c2)cc(OC)c1OC,3.87,train
11631,CNCC1CCC2(NC)c3ccccc3CC2C1,2.48,train
11632,CC(=O)C(O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-2.42,train
11633,CN(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cn(C(=O)OCc2ccccc2)c2ccccc12)NC(O)Cc1nc(O)c2n(c1=O)C1CCC2CC1,5.66,train
11634,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1,6.41,train
11635,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,7.64,test
11636,CCC1(CC)C(=O)NC(=S)NC1=O,1.5,test
11637,COC(=O)C(C#N)=NNc1ccc(Cl)c(C(F)F)c1,3.8,test
11638,CC(=O)C=Cc1ccccc1,2.07,test
11639,Cc1ccc2cccc(O)c2n1,2.33,test
11640,CC(C)(C)[N+]([O-])=Cc1ccccc1,1.26,test
11641,CNC12CCCCC1CCc1ccc(OC)cc12,3.75,test
11642,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C(C)(C)O,1.49,test
11643,CCCCCCCCCCCC(=O)OCC,5.71,test
11644,Clc1cc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,8.07,test
11645,CCC(C(N)=O)(C(N)=O)c1ccccc1,0.13,test
11646,O=C(Nc1ccccc1)N(c1ccccc1)c1ccccc1,3.28,test
11647,CCN(CC)Cc1ccc(C(=O)Nc2ccccc2C)cc1,3.31,test
11648,CCOc1cc([C@H]2[C@@H]3CN(C(=O)OC(C)(C)C)CC=C3C(C#N)C(=N)C2(C#N)C#N)ccc1OC(C)C,5.83,test
11649,CCC1(C2=CCCCC2)C(=O)NC(=O)N(C)C1=O,2.25,test
11650,c1ccc2c(c1)ccc1sc3ccccc3c12,5.19,test
11651,CCCC(=O)OCC1OC(n2cc(I)c(=O)[nH]c2=O)C1O,0.87,test
11652,COc1cc(NC(=O)N=C(N)N)ccc1C#N,1.28,test
11653,N#CNC1=NCCN1Cc1ccc(Cl)nc1,0.77,test
11654,CC(=O)Nc1c(C)cc(C)cc1[N+](=O)[O-],1.18,test
11655,Oc1cccc(O)c1,0.8,test
11656,C=CC(=O)NCCCN1CCOCC1,-0.53,test
11657,CC1CCC(C(C)C)C(=O)C1,3.05,test
11658,CC(=O)OCCCc1ccc(S(N)(=O)=O)cc1,0.98,test
11659,CCCCOCCNc1ccccc1C(N)=O,2.27,test
11660,CCC(C)(Oc1ccc(Cl)cc1)C(=O)O,2.9,test
11661,Cc1ccc2cccnc2c1,2.47,test
11662,CCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,3.44,test
11663,N#CC(C#N)=Cc1ccc(I)o1,2.42,test
11664,CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1Br,3.26,test
11665,CCCCCCCCc1ccc(C2C(=O)c3ccccc3C2=O)cc1,6.93,test
11666,Cn1c([N+](=O)[O-])cnc1-c1ccc(C(N)=O)cc1,0.98,test
11667,OCC1OC(SCCCc2ccccc2)C(O)C(O)C1O,0.38,test
11668,CC(C)COC(=O)N(C)C,2.0,test
11669,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.86,test
11670,C#CCC(C)OC(=O)Nc1ccc(OCC)c(OCC)c1,2.86,test
11671,COc1cccc(Cc2c[nH]c(=N)[nH]c2=N)c1OC,1.62,test
11672,OCC1OC(Oc2ccc(I)cc2)C(O)C(O)C1O,0.75,test
11673,CCON=C(OC(=O)c1ccccc1)c1c(OC)ccc(Cl)c1OC,3.73,test
11674,CC(=O)Nc1cccc(F)c1,1.65,test
11675,Cc1cccc([N+](=O)[O-])c1C(=O)NC(=O)Nc1ccc(Cl)cc1,3.75,test
11676,CC(CO)OC(C)CO,-0.67,test
11677,COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,1.69,test
11678,CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2C,5.72,test
11679,O=C(Oc1cc(O)c(Cl)cc1Cl)N1CCCC1,2.98,test
11680,CC(=O)Nc1cccc2ncccc12,0.71,test
11681,NS(=O)(=O)c1ccc(CCCO)cc1,0.17,test
11682,COC(=O)C=CC(=O)OC,0.22,test
11683,Cn1c([N+](=O)[O-])cnc1C1=NOC2CCCCC12,2.22,test
11684,O=C(O)CCSC1=NS(=O)(=O)c2ccc(Cl)cc2N1,1.6,test
11685,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,test
11686,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,3.08,test
11687,CNC(=O)Nc1ccc(OC)c(Cl)c1,1.76,test
11688,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,3.36,test
11689,CCc1nccnc1CC,1.51,test
11690,COc1ccc2cc(C(C)C(=O)OCC(=O)N(C)CCO)ccc2c1,2.01,test
11691,ClCCOCCCl,1.29,test
11692,COc1cc(OC)c(C2C3C(=O)CCCC3=Nc3ncnn32)cc1OC,2.19,test
11693,C#CCOc1cc(N=CNOCC=C)cc(Cl)c1OCC#C,2.7,test
11694,Nc1ccc(C2CCCCC2)cc1,3.65,test
11695,O=C(NCc1ccc(O)cc1)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12,2.67,test
11696,COC(=O)c1c(C)[nH]c(-c2cccc(Cl)n2)c1C(=O)OC,2.65,test
11697,CCC(C)NC(=O)C=C(c1ccc(Cl)cc1)C(C)C,4.03,test
11698,COc1ccccc1C(=O)NCCN(C)C,1.14,test
11699,COC(=O)c1cncnc1,0.03,test
11700,c1ccc2scnc2c1,2.01,test
11701,OC1(Cn2cncn2)CCCC1Cc1ccccc1,2.26,test
11702,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(F)F,0.42,test
11703,Clc1cccc2c1Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,6.3,test
11704,CNC(C)Cc1ccccc1,2.07,test
11705,C#CCOc1c(Cl)cc(N=CNOCCOCC)cc1Cl,3.7,test
11706,COc1ccccc1OCc1ccccc1CCCN1CCC(O)CC1,2.82,test
11707,CCN(CC)CC(=O)NC1COc2ccc(C)cc21,2.69,test
11708,CCCOC(=O)C(C(=O)OCCC)=C1SCCS1,3.35,test
11709,c1cncnc1,-0.4,test
11710,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(=O)CN(C)C)C5(CC)C=CCN6CCC43C65)C2)C1,4.02,test
11711,c1ccc(-c2nc3ccccc3[nH]2)cc1,3.24,test
11712,Oc1ccccc1C=NN=c1cccc[nH]1,3.24,test
11713,CN1CC=C(c2cccc(N)c2)CC1,1.47,test
11714,CCN(CC)Cc1cccnc1,1.01,test
11715,O=C(O)c1cccc2cccc(C(=O)O)c12,1.98,test
11716,Cc1cccc(C)c1N(C(=O)CCl)C1CCOC1=O,1.39,test
11717,Oc1ccc2cccc(O)c2c1,1.94,test
11718,COc1cc(C(=O)O)cc(OC)c1O,1.04,test
11719,CN(C)C(=O)Nc1ccc(C(C)(C)C)cc1,3.1,test
11720,O=C(O)COc1ccc(F)cc1,1.64,test
11721,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,5.33,test
11722,CC(C)(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.33,test
11723,O=[N+]([O-])C(Cl)(Cl)Cl,2.09,test
11724,C=CCOC1(c2ccccc2)CN(C)CCO1,2.09,test
11725,Brc1ccc(-c2ccc(Br)cc2)cc1,5.72,test
11726,O=C1CC(=O)c2ccccc2C1=O,1.38,test
11727,C=COCCn1cnc2c(=N)n(C)c(=O)[nH]c21,-0.24,test
11728,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(O)c1O,-0.31,test
11729,O=C1NC(=O)N(c2ccccc2)C1=O,0.6,test
11730,O=C(c1ccccc1)C(F)(F)F,2.15,test
11731,CCN1C(=O)C(=O)c2cccc(OC)c2C1=O,0.94,test
11732,CCCC(=O)N1CCCC1=O,1.18,test
11733,COc1c(OC)c(OC(C)=O)c2cc(Cl)ccc2c1OC(C)=O,3.26,test
11734,Cc1ccc(-n2ccc(=O)c(O)c2C)cc1,1.72,test
11735,CCCC(=NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,3.39,test
11736,O=C1CCC=C2OC3=CCCC(=O)C3C(c3ccc(OCc4ccccc4F)cc3)C12,4.92,test
11737,CC1CN1C1=C(F)C(=O)C(N2CC2C)=C(F)C1=O,1.61,test
11738,Clc1ccc(-c2ccccc2Cl)cc1Cl,5.87,test
11739,CCOCC,0.89,test
11740,CN(C)C(=O)Nc1ccc(C2CCCCC2)cc1,3.83,test
11741,CC(=O)N=c1ccn(C2OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)c(=O)[nH]1,-0.16,test
11742,COc1ccc(CC(C)N)cc1,1.77,test
11743,CC(C)OC(C)C,1.52,test
11744,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,2.3,test
11745,Cc1ncc([N+](=O)[O-])n1CCNC(=O)OCc1ccccc1,1.69,test
11746,CNC(=O)OC1OC(=O)C2C3C=CC(C3)C12,0.63,test
11747,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,5.54,test
11748,O=C(NC(=O)c1ccccc1)Nc1ccccc1,3.39,test
11749,CC1=C(c2ccccc2)CCN(C)C1,3.18,test
11750,CC=COCC(O)Cn1ccnc1[N+](=O)[O-],0.28,test
11751,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.65,test
11752,CC(=O)N=c1[nH]cc([N+](=O)[O-])s1,1.3,test
11753,CC(C)(C)c1cccc(C(C)(C)C)n1,4.14,test
11754,N=c1[nH]cnc2c1nc(SCc1ccccc1)n2C1OC2COP(=O)(OCc3ccccc3)OC2C1O,1.92,test
11755,C1C2CC3CC1CC(C2)C3,4.24,test
11756,FCCCc1ccccc1,2.95,test
11757,CCCCC(C#N)(Cn1ccnc1)c1ccccc1,2.94,test
11758,CCCc1ccccc1O,2.93,test
11759,O=Cc1cccc(Cl)c1,2.26,test
11760,CC(=O)Nc1ccc(C(C)=O)cc1,1.24,test
11761,COc1ccccc1C(=O)NCCN,0.0,test
11762,CCCCOC(=O)CC(CN)c1ccc(Cl)cc1,1.42,test
11763,O=C1NC(=O)C2(CCOc3ccc(F)cc32)N1,0.78,test
11764,CCOc1cnc(-c2ccccc2)c(-c2ccccc2)n1,4.73,test
11765,O=P(NN=Cc1ccc(F)cc1)(N1CC1)N1CC1,0.45,test
11766,N#Cc1nccnc1C#N,0.38,test
11767,Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,2.13,test
11768,N=C(N)N[N+](=O)[O-],-0.89,test
11769,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,2.7,test
11770,CC(C)(C)C#N,1.08,test
11771,O=C(OCCCl)n1cc(F)c(=O)[nH]c1=O,0.02,test
11772,CCOc1cccc(O)c1,1.98,test
11773,CCCCCOC(=O)c1cc(O)c(O)c(O)c1,2.67,test
11774,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,1.65,test
11775,CCCCSc1ccccc1OC(=O)NC,2.98,test
11776,OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,3.18,test
11777,COC(=O)C(=Cc1ccc([N+](=O)[O-])o1)[N+](=O)[O-],1.6,test
11778,COc1ccc(S(=O)(=O)n2c(=O)n(S(=O)(=O)c3ccc(OC)cc3)c3ccccc32)cc1,5.22,test
11779,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,2.63,test
11780,O=C(O)CCCCCn1nc2ccccc2n1,1.51,test
11781,CN(C)CCN1c2ccccc2Sc2ccccc21,4.2,test
11782,CC(C)(C)c1ccc(-c2nc3cccnc3[nH]2)cc1,4.82,test
11783,[O-][n+]1onc(-c2ccccc2)c1-c1ccccc1,3.64,test
11784,CC1(C)OCC2OC3(C(=O)O)OC(C)(C)OC3C2O1,1.35,test
11785,CCc1cc(OP(=O)(OC)OC)ccc1[N+](=O)[O-],2.19,test
11786,O=C1CC(Sc2ccccn2)N1,0.61,test
11787,O=C1CC2OCCC3CN4CCC56c7ccccc7N1C5C2C3CC46,1.62,test
11788,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOc1ccccc1OCCOCCOCCOCCOCCOCCOCCO2,0.52,test
11789,Clc1ccc(Cl)c(-c2ccccc2Cl)c1,5.55,test
11790,COc1cc(C2c3c(cc(C)[nH]c3=O)OC(=N)C2C#N)cc(OC)c1OC,2.55,test
11791,Oc1cc2ccccc2[nH]1,1.16,test
11792,CN(C(=O)CCSC#N)c1ccc(S(=O)(=O)N(C)C)cc1,0.84,test
11793,CCCNC(=O)COC(=O)c1ccccc1,1.88,test
11794,Cc1c(O)ccc([N+](=O)[O-])c1[N+](=O)[O-],2.86,test
11795,CC(=O)c1ccc(S(N)(=O)=O)cc1,0.2,test
11796,CC(C)Sc1nnc(C(C)C)c(=O)n1N,2.06,test
11797,Clc1ccc(Oc2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1,6.84,test
11798,OCc1ccc(C(O)(Cn2ccnc2)c2ccc(-c3ccncc3)cc2)cc1,2.4,test
11799,COc1cc(C=O)ccc1OCCO,0.58,test
11800,CC(C)(C)C(=O)OCOc1ccccc1C(N)=O,2.0,test
11801,O=C(O[Na])c1ccc(Cl)cc1Nc1cccc(C(F)(F)F)c1,2.29,test
11802,COC(=O)COc1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,0.55,test
11803,CCOC(=O)Cc1ccc(-n2sc3ccccc3c2=O)cc1,3.33,test
11804,CC(=O)Nc1cccc(C(C)=O)c1,1.06,test
11805,C[C@@H](CCc1ccccc1)NC(=O)C(=O)NC[C@@H]1COc2ccccc2O1,4.8,test
11806,CCCSC(=O)N(CCC)CCC,3.84,test
11807,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,2.32,test
11808,Nc1ccc(C(=O)Oc2cccc(Br)c2)c(O)c1,3.84,test
11809,CC(C)S(=O)(=O)n1c(=N)[nH]c2ccc(C(=NO)c3ccccc3)cc21,3.1,test
11810,CCOC(=O)c1ccc(N=NN(C)C)cc1,3.66,test
11811,CC(C)C(=O)C(C)C,1.86,test
11812,COC(=O)C(=Cc1ccco1)[N+](=O)[O-],1.88,test
11813,CCOC(=O)C(=Cc1ccccc1)C(=O)OCC,3.13,test
11814,Cc1ccc(N)cc1N,0.14,test
11815,CCOP(=S)(OCC)SCCS(=O)(=O)CC,1.87,test
11816,O=C(OCc1ccccc1)n1cc(F)c(=O)[nH]c1=O,1.18,test
11817,CN(C)C(=O)OCc1ccc(C(N)=O)cc1,0.77,test
11818,CCCOC(=O)CCC(=O)OCCC,2.16,test
11819,Cc1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1,0.77,test
11820,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,-0.44,test
11821,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.73,test
11822,CC(C)NCC(O)COCc1ccccc1,1.62,test
11823,COc1ccccc1N1CCN(CCNC(=S)C2CCCCC2)CC1,3.7,test
11824,CCCc1ccc(NC(=O)N(C)C)cc1,2.55,test
11825,CCCn1cnc([N+](=O)[O-])n1,0.3,test
11826,O=C(O)CCc1ccccc1,1.84,test
11827,Cc1ccc(O)c2ncccc12,2.37,test
11828,CN=CNc1ccc(C)cc1C,2.92,test
11829,CCCCOC(N)=O,0.85,test
11830,CN(C)CCCN1c2ccccc2S(=O)c2ccc(Cl)cc21,2.32,test
11831,N=c1[nH]c(=N)c2ncn(COCCO)c2[nH]1,-1.06,test
11832,CC(=O)OCc1coc(Cc2ccccc2)c1,3.24,test
11833,NC(=O)CCl,-0.53,test
11834,COc1ccc(C(=O)N(C)NC(=S)Nc2ccccc2)cc1,2.56,test
11835,N=c1[nH]cc(Cc2ccccc2Cl)c(=N)[nH]1,2.24,test
11836,COc1ccccc1Cl,2.68,test
11837,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OCc1ccccc1,2.46,test
11838,CC(C)CC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C,0.23,test
11839,O=C1c2ccc(Oc3cccc(Oc4ccc5c(c4)C(=O)N(CCO)C5=O)c3)cc2C(=O)N1CCO,4.61,test
11840,CC(C)CS(=O)c1sccc1[N+](=O)[O-],2.93,test
11841,COC(=O)c1ccccc1CS(N)(=O)=O,0.37,test
11842,O=NN1CCC(Cl)C(Cl)C1,1.04,test
11843,Cc1ccc(C)c(C(=O)NS(=O)(=O)c2ccc(N)cc2)c1,2.19,test
11844,c1ccc(Cn2cccc2)cc1,2.71,test
11845,C=CCNC(=O)NCC=C,0.64,test
11846,Cc1c(NC(=O)C2CCCCN2S(=O)(=O)c2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,3.89,test
11847,Clc1cc(Cl)c(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1,7.39,test
11848,Cc1ccccc1OC(=O)N(C)C,1.86,test
11849,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,4.08,test
11850,OCC(O)C(O)CO,-2.29,test
11851,COc1c(N)cccc1[N+](=O)[O-],1.78,test
11852,O=C(Cc1ccccc1)NCCNCC(O)COCCc1ccccc1,1.24,test
11853,CC(=O)c1ccc(NCc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)cc1,1.45,test
11854,CCCC(=O)N1CC2(C)CN(C(=O)CCC)CC(C)(C1)C2,2.69,test
11855,CN(C)C(=O)Nc1ccc(C(=O)c2ccccc2)cc1,2.59,test
11856,CCC1(c2ccccc2)C(=O)NC(=O)N=C1OC(C)C,2.22,test
11857,Cc1ccc(OCCN(C)C)cc1,2.17,test
11858,CCCn1c2ccccc2c2nnc(SCC(=O)N[C@H](C)c3ccccc3)nc21,4.36,test
11859,CCCCOc1ccc(S(N)(=O)=O)cc1,2.05,test
11860,CC=NC(=O)NC(=O)C(C#N)NOC,0.59,test
11861,Fc1cncnc1,-0.03,test
11862,COc1cncc(N(C)C)n1,1.99,test
11863,CCOC(=O)Cc1ccccc1,2.28,test
11864,Nc1cccc(F)c1,1.3,test
11865,O=C(O)CCCC1=NS(=O)(=O)c2ccccc2N1,-0.15,test
11866,c1cnon1,0.16,test
11867,Cc1cccc(C(=O)N(C(C)C)C(C)C)c1,3.0,test
11868,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,2.94,test
11869,Cn1c(=S)[nH]nc(-c2ccc(OC(F)(F)F)c(Cl)c2)c1=O,3.61,test
11870,NC(=O)NCCCn1nc(-c2ccccc2)ccc1=O,0.69,test
11871,[O-][n+]1cccc(O)c1,-0.61,test
11872,Cc1ccc(C(C)(C)C)cc1,5.17,test
11873,O=CC=CC#CC#Cc1ccccc1,3.09,test
11874,COc1ccc(-c2nc3ccncc3[nH]2)c(OCCCCl)c1,3.53,test
11875,CC1CCCN(N=O)C1=O,-0.66,test
11876,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,1.86,test
11877,CCCCC(CC)COC(=O)n1cnc(CC(NC(=O)c2ccc(O)[nH]2)C(O)N2CCCC2C(N)=O)c1,1.82,test
